,product,gender,length,review,star
100,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
綿100％なので購入しました。肌当たりは良いです。袖のまくれ上がりも無いです。丈が短いのかイマイチです。昨年無○のを購入し、丈は、気持良いですが袖がまくれ上がり凄いストレスでした。
",0
101,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
ノータイでワイシャツの下に着ると、襟元からアンダーシャツが見えてしまう。残念ながら外に着て行く事はないかな。無駄な買い物だった。
",0
102,【STANDARD】半袖インナー(レディース),女性,半袖,"
脇汗対策用として購入しました。かなり汗をかくのですが、綿100％だからか洗ってもニオイが残らないのが気に入っています。（他社の化学繊維の脇部分が分厚くなっているのを数種使用しましたが、どうがんばってもニオイが付いていく経験あり）黒だとワイシャツの下に着ても汗染みは目立たず、５枚を使いまわして重宝しています。
",1
103,半袖Ｕ首(メンズ),男性,半袖,"
市販では、なかなか大きいサイズが無くて困っていました。このインナーを見つけて即購入。肌触り良くサイズもピッタリなので、冬用もこの長袖にします。綿100%なので洗ったら縮むかなぁ？と思いましたが、心配無用でした。
",1
104,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
家族用に白を購入。最初に単独水洗いしたところ、水が白く濁ったので驚いた。白く染めてるのか？
",0
105,【STANDARD】8分袖インナー(レディース),女性,長袖,"
朝晩に寒さが残るこの3月、ちょうどよく着られます。肌触りがよく、綿100で心地よく、安心感を感じる着心地です。気に入っています。下にパット付きタンクトップを着ると、タンクトップの方が襟空きが小さくて出てしまうので、もう少し襟の空き具合が小さくてもいいかなとは思いました。インナーが見えないようなお洋服を着る分には大丈夫です。（私がどちらかというと小柄だから、襟の空きが大き目に感じるだけかもしれませんが。）
",1
106,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
汗をよく吸ってくれて気持ちいいです。冬用インナーとして購入しましたが、生地は薄手なので春や秋にも着ています。伸縮性があり少しゆったりめなので、いつものご自分のサイズと同じで大丈夫だと思いますよ。もう少し安かったらよかったですが、へたる様子も無いので長持ちしそうです。
",1
107,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
フィット感が良かった。あとは着てなれるくらいかな
",1
108,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
伸びは良くないですが、綿ならではのナチュラルな肌触りで、綿１００パーセントの為保温効果が良いのか、着ていて暖かいです。体にフィットするので野暮ったくならず、丈も背中が出ないちょうど良い長さです。袖は短めですが、アウターに響かず扱いやすいと思います。
",1
109,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
正直かなりきついです。一度洗うと記事が縮み、厚くなります。生地の薄いものが欲しかったのに、洗ったら小さくなって暑苦しくなりました。
",0
110,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
肌に密着しすぎて自分には不快感
",0
111,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
肌触りが良い。レースなどないシンプルなデザインが良い。丈が短く、しゃがんだ時に背中がでてしまう。二の腕がキツく動きにくかったので返品しました。綿素材は肌触りが良いが生地の伸縮性がいまいちなんですね。次からは気を付けて注文します。
",0
112,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
これは「Ｌサイズﾞ」ですよ。楽でよいですが。風通しが良くて・・・😠
",0
113,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
某インフルエンサーみたいな人が絶賛してるので買ってみましたが。もっさりした生地が、汗を吸ったあと全く乾かず気持ち悪さが継続される。そもそも生地が厚いので、暑い、、、Tシャツの下に着ても、ひびかないのが良いのだが、そもそもこんな暑いものは、夏に着れない。
",0
114,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
それはただのゴミであり、コメントする価値はありません
",0
115,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
生地がソフトで何も身に着けていない感じです。痒みがあったりするので買って良かったです。今までの購入した中で一番です。
",1
116,【STANDARD】8分袖インナー(レディース),女性,長袖,"
普段Sサイズなので、Mで大丈夫かなぁと心配していましたが、やはり全体的に大きかったです。特に腕周りがブカブカ。Sサイズも販売して欲しいです。
",0
117,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
肌触りはよかったのですが、首の両サイドがつまっていて、丸襟のトップスから見えてしまいます。(タートルネックでないと、見えます)前はグッと開いていてバランスが悪いです。試着した写真を載せてほしいです。
",0
118,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
さすがグンゼです。最高の肌触りです
",1
119,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
保温性能は某ファストファッションの有名商品と同等かやや劣る位ですかね。某ファストファッションの物はSでは肩周りがやや窮屈でMだとフィット感に欠ける感じで自分にはグンゼのMがしっくり来ます。170cm・53kgの痩せ型ですがMサイズでバッチリでした。ただ本商品は生地が柔らか過ぎる為かスウェットやシャツの下で袖が捲くれ上がる事が多く若干気になりました。ライバル商品の方も毎年生地をブラッシュアップしているので本商品の私にとっての優位性はサイズ感のみとなり、いささか物足りなく感じました。柔らかさを求める方には良い商品だと思います。
",0
120,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
切りっぱなし縫い目無しデザインの低コスト&シンプルな構造170cm以上の方だとLサイズがお勧めです
",0
121,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
木綿で７分丈を探して評判のいいこの商品を買ってみました。コートなどを着て上が見えないようにするならよいけれど、襟ぐりが見えてしまうので上着を脱げなくなってしまいます。返品まではしませんがお勧めできないです。
",0
